hgnc_symbol	adipose	colon	heart	hypothalamus	kidney
SERPINB10	0.062	0	0.031	0.095	0
SERPINB11	0	0	0	0	0
SERPINB12	0	0	0	0	0
SERPINB13	0	0	0	0	0
SERPINB3	0	0	0	0	0.021
SERPINB5	0	0.244	0	0.043	0.007
SERPINB6	10.128	10.217	12.368	9.139	7.784
SERPINC1	0.046	0.08	0.222	0	0.325
SERPINE3	0.025	0.125	0	0	0
SERTAD1	0.213	0.15	0.263	0	0.139
C14orf143	3.17	2.701	2.226	7.087	4.268
SETD1A	0.928	1.356	1.027	1.04	1.217
SETD5	5.674	7.394	6.103	5.827	6.225
SETD7	25.053	6.403	25.352	11.499	6.486
C14orf33	0.073	0.017	0.185	0.05	0.147
SF3A2	1.958	2.821	1.22	1.745	1.405
SF3B2	22.179	17.211	23.995	35.297	27.799
SFRP1	4.802	2.297	3.285	3.283	10.686
C14orf64	0.076	0.106	0.051	0	0.394
C14orf72	0	0	0	0.059	0.029
C15orf21	0.057	0.173	0.077	0.039	0.164
C16orf52	1.158	0.753	2.133	5.188	1.583
C17orf28	0.154	0.254	0.128	1.043	0.172
C17orf68	0.473	1.08	0.448	0.461	0.519
C19orf41	0	0	0	0	0
SFTA1P	0.742	1.781	0.726	0.711	0
SFTPC	0	0	0	0.116	0.019
SFXN1	0.823	1.118	1.726	6.03	5.089
SGCD	1.517	1.095	5.772	1.686	0.248
SGCZ	0.017	0	0	0.765	0
SGK196	2.137	4.84	1.039	10.252	1.515
SGMS1	1.252	0.637	2.816	2.272	2.692
SGMS2	0.902	1.235	3.122	0.5	2.318
SGPL1	2.025	2.742	1.817	2.411	4.514
SH2B2	0	0.027	0.069	0.06	0.01
SH2B3	5.265	1.57	6.595	2.72	2.343
SH2D3A	0.016	2.032	0.055	0	0.811
SH3BGRL3	8.76	5.304	8.092	3.398	5.903
SH3BP5	6.324	1.853	2.26	7.365	5.516
SH3D20	0	0	0	0	0
SH3RF1	2.49	4.054	3.208	7.859	5.145
SH3TC1	0.095	0.097	0.105	0.089	0.383
SHANK1	0.006	0.023	0.003	1.437	0.003
SHC2	0	0.155	0.052	0.243	0.007
SHCBP1	0.738	0.334	0.398	0.211	0.562
SHF	0.22	0.422	0.157	0.985	0.096
SHH	0	0.098	0	0.096	0.035
SHISA2	0.025	0.036	0.039	0.131	0.327
SHISA5	1.644	0.926	1.687	2.064	2.491
SHISA6	0.033	0.254	0.042	1.953	0.158
SHISA7	0	0.004	0	1.105	0
SHKBP1	0.746	0.718	0.899	0.753	0.957
SHOX	0.207	0.026	0.01	0.117	0.01
SHPK	0.918	1.863	0.51	0.671	2.638
C1orf161	0.182	0.518	0.098	0.07	0.505
SHQ1	1.496	1.842	3.744	2.86	1.966
SHROOM4	0.691	0.63	1.876	1.483	2.276
SI	0	1.664	0	0.019	0
SIAH1	1.723	0.693	1.089	1.929	1.518
SIAH3	0	0.019	0	0.247	0.167
SIGLEC10	0.078	0.367	0.458	0.63	0.137
SIGLEC16	0.091	0.256	0.093	0.094	0.127
SIGLEC6	0.036	0.051	0.018	0	0
SIGLEC9	1.13	0.167	0.496	1.278	0.132
SIN3A	3.421	3.498	4.247	4.683	3.789
SIPA1L2	1.67	3.841	11.818	6.652	1.517
SIRPB2	0.376	0.263	0.816	0.16	0.151
SIRPD	0.272	0	0.207	0	0
SIRT3	0.16	0.168	0.338	0.371	0.229
SKIL	6.278	3.068	7.974	9.897	8.426
SKIV2L	0.458	0.728	0.367	0.736	0.627
SLAMF7	0.981	1.81	0.168	0.057	0.195
SLC10A1	0.225	0.615	0.583	0.209	1.103
SLC10A7	1.1	1.041	0.682	0.672	1.316
SLC12A7	0.588	1.576	2.07	0.279	3.006
SLC15A3	5.601	1.228	1.714	1.168	0.828
SLC16A10	0.661	0.196	0.749	0.328	1.765
SLC16A13	0.042	0.177	0.117	0.152	0.69
SLC16A2	1.335	0.571	1.437	2.522	2.044
SLC16A4	0.319	0.671	1.135	0.749	12.537
SLC16A5	0.038	0.12	0.058	0.02	0.819
SLC16A6	0.484	0.039	0.267	0.57	0.167
SLC17A1	0	0	0	0	12.565
SLC17A9	0.071	0.079	0.05	0.015	0.021
SLC19A2	0.717	0.226	3.03	0.459	1.688
SLC19A3	24.76	1.713	0.406	0.644	1.782
SLC1A6	0	0	0	0.595	0
SLC20A1	2.862	4.487	3.128	6.865	4.144
SLC22A1	0	0.054	0.02	0	0.146
SLC22A15	0.428	0.447	1.268	3.042	0.872
SLC22A18AS	0	0.299	0.036	0.025	0.588
SLC22A24	0	0	0	0.036	1.875
SLC22A7	0	0	0.022	0.045	4.59
SLC22A8	0	0.024	0	0.609	18.847
SLC24A1	0.923	0.455	0.349	0.755	1.353
C1orf25	1.058	0.519	2.31	1.926	2.789
SLC25A1	0.689	0.289	0.093	0.261	0.765
SLC25A13	0.98	1.18	0.995	1.085	4.549
SLC25A15	0.256	0.768	0.366	0.32	1.001
C1orf58	9.087	4.237	8.85	11.743	9.938
SLC25A19	0.291	0.626	0.772	0.946	0.429
SLC25A29	0.139	0.054	0.134	0.512	0.642
SLC25A30	2.294	1.15	8.731	1.809	10.833
SLC25A32	2.223	1.063	3.053	3.998	2.459
SLC25A35	0.066	0.055	0.02	0	0.193
SLC25A45	0.321	0.349	0.13	0.066	0.235
SLC26A3	0	22.942	0.032	0.013	0.07
C1orf59	2.147	1.476	0.813	6.305	0.7
C1orf83	2.778	1.305	0.992	2.617	1.629
C1orf91	0.238	0.285	0.396	0.84	0.634
SLC28A2	0.075	1.263	0.061	0.108	0.497
SLC28A3	0.283	0.116	0.084	0.069	0
SLC29A2	0.161	0.705	0.2	0.196	0.251
SLC2A11	0.079	0.319	0.112	0.178	0.635
C20orf185	0	0	0	0	0
SLC2A13	0.981	1.366	3.677	10.023	4.163
SLC2A4RG	1.305	1.207	1.325	0.399	2.546
SLC30A2	0	0.044	0.032	0.016	1.77
SLC30A8	0	0.148	0	0.056	0.642
SLC35A4	4.492	2.981	5.08	2.866	5.799
SLC35B1	2.136	1.258	6.052	5.144	4.252
SLC35B3	4.577	3.617	3.408	2.462	4.775
SLC35D2	1.152	2.374	2.076	1.282	5.625
SLC35E1	4.362	3.236	4.089	4.62	3.79
SLC35E2	0.103	0.018	0	0.026	0.039
SLC35E4	0.014	0.445	0.095	0.238	0.124
C20orf94	1.435	1.627	1.418	2.37	2.715
SLC36A1	1.177	1.777	0.862	1.969	2.203
SLC38A9	1.435	0.863	1.634	1.975	2.042
C21orf29	0	0.006	0	0	0.009
SLC41A1	1.218	0.646	12.105	2.693	2.941
SLC43A2	0.587	0.326	0.255	0.354	2.261
SLC44A1	7.198	15.667	8.438	30.437	10.193
SLC44A5	0	0	0.14	0.511	0.125
SLC45A3	0.087	0.198	0.154	0.538	0.439
SLC46A3	1.43	1.296	1.632	0.731	2.319
SLC48A1	0.896	0.831	0.811	3.485	1.437
SLC4A10	0.04	0.881	0.01	23.638	0.003
SLC4A3	0.096	0.116	8.009	4.364	0.127
SLC5A3	8.311	3.35	2.068	5.011	16.393
SLC5A9	0.126	0.466	0.524	0.118	3.692
SLC6A1	0.008	0.074	0.095	6.838	0.05
SLC6A12	0.117	0.197	0.03	0.496	6.37
SLC6A14	0	0.074	0.021	0	0.004
C21orf99	0.054	0.256	0	0.41	0.043
SLC6A19	0	0.114	0	0	6.345
SLC7A1	0.77	2.406	3.204	5.945	1.78
SLC7A10	0.377	0.013	0	0	0.048
SLC7A14	0.011	0.084	0.033	5.044	0.027
C22orf13	6.407	5.714	7.162	2.039	7.617
SLC7A4	0.286	0	0.008	0.197	0
SLC7A5	0.065	0.062	0.312	0.567	0.204
SLC7A6	3.513	1.598	2.644	1.228	1.498
SLC7A7	4.258	1.859	4.91	1.832	36.142
SLC7A9	0	0.137	0	0	4.866
SLC9A3R1	0.348	2.041	0.959	3.027	13.135
SLC9A5	0.059	0.069	0.045	0.477	0.025
SLC9A6	1.435	1.061	2.91	13.966	2.006
SLCO3A1	0.309	0.279	1.464	1.182	0.481
SLCO5A1	0	0.038	1.83	0.155	0.027
SLCO6A1	0	0	0	0	0
SLFN12L	0.374	0.421	0.21	0.083	0.229
SLFN13	0.191	0.449	0.178	0.081	0.215
SLFN14	0.025	0	0	0	0.026
SLFNL1	0	0.194	0.019	0	0.047
SLPI	0	0.301	0.405	0.76	0.403
SLU7	11.274	3.012	14.783	22.787	10.203
SMAD4	2.496	3.229	3.995	2.865	3.888
SMAD5OS	0.446	0.469	0.206	0.209	0.533
SMARCA5	25.936	17.748	47.977	81.053	35.705
SMARCD3	2.196	2.23	16.869	12.214	4.425
SMC1B	0.009	0	0.031	0	0.004
SMC4	3.972	1.968	6.745	1.809	3.15
SMC6	2.632	1.442	3.796	3.458	3.378
SMCP	0	0	0	0	0
C3orf50	0.258	0.072	0.009	0.018	0.043
SMCR8	1.144	1.235	0.969	1.527	1.856
SMEK1	7.763	5.859	12.56	8.808	13.978
SMG5	2.39	3.105	3.354	3.18	3.633
SMNDC1	9.682	6.286	17.677	9.991	11.614
SMPD3	0.042	1.055	0.021	0.784	0.035
SMPDL3B	0	0.145	0.023	0	0.151
SMTNL2	0.209	0.045	1.069	0.182	3.984
SMYD2	4.315	1.923	27.537	6.746	4.401
SMYD3	0.449	0.676	0.639	1.923	1.168
SMYD5	0.315	0.16	0.458	0.59	0.65
SNAI2	10.722	9.263	22.911	2.043	10.022
SNAP29	2.138	1.672	1.873	2.34	1.572
SNAP91	0	0.405	0.214	20.686	0.013
SNAPC4	0.253	0.498	0.108	0.497	0.347
SNAR-A10	0	0	0	0	0
SNAR-A14	0	0	0	0	0
SNAR-A2	0	0	0	0	0
SNAR-C2	0	0	0	0	0
SNAR-C3	0	0	0	0	0
SNAR-C4	0	0	0	0	0
SNF8	5.207	4.452	8.253	6.591	6.084
SNHG7	0.734	0.483	0.197	0.178	0.196
SNORA1	8.756	6.33	11.185	3.206	31.234
SNORA11C	0	0	0	0	0
SNORA12	74.689	219.711	152.179	148.208	119.823
SNORA14B	442.817	385.719	120.828	536.069	270.012
SNORA16A	10.139	12.473	6.26	2.545	7.472
SNORA17	0	0	0	0	0
SNORA20	184.157	100.521	182.606	206.384	408.183
SNORA23	34.972	6.259	9.469	25.661	25.506
SNORA24	8.129	5.693	5.692	4.628	20.098
SNORA25	11.127	13.637	9.18	11.482	16.434
SNORA3	24.857	8.703	41.299	46.633	68.887
SNORA30	0	0.997	1.879	0.587	0.287
SNORA31	3.672	3.758	1.147	4.372	9.413
SNORA34	15.01	21.21	13.335	26.55	12.18
SNORA35	0	0	0	3.552	0
SNORA39	1.62	6.618	0.96	3.343	6.817
SNORA49	0.536	3.191	1.769	1.383	0.541
SNORA59B	0	0	0	0	0
SNORA6	48.796	50.566	18.892	39.67	37.455
SNORA61	40.392	35.209	18.642	21.568	28.239
SNORA64	4.11	0.768	2.643	4.241	1.245
SNORA72	0	0	0	0.861	0
SNORA7B	8.454	11.655	2.951	7.905	31.613
SNORA8	5.019	3.885	8.449	5.724	15.473
SNORD10	188.315	69.499	73.812	107.269	77.171
SNORD102	0	0	1.295	1.052	0
SNORD105B	0.798	0.839	0.811	4.53	1.008
SNORD109A	0	0	0	0	0
SNORD11	0.874	1.225	1.553	1.353	6.401
SNORD110	16.157	31.886	4.971	46.478	13.35
SNORD111	1.953	2.736	7.338	4.434	11.243
SNORD12	6.12	4.571	1.657	5.894	1.648
SNORD126	0	0	0	0	0
SNORD127	0	0	0	0	0
SNORD12B	0	0	0	0	0
SNORD15A	4.962	6.081	5.92	1.536	8.895
C5orf40	0	0.109	0.061	0.82	0.445
SNORD18B	0	0	0	0	0
SNORD32A	1104.29	1197.3	306.001	1189.83	780.079
SNORD36A	8.67	9.643	2.071	6.315	5.15
SNORD45B	38.272	17.747	2.101	88.053	28.987
C6orf114	0.313	0.623	1.343	0.347	0.17
SNORD4A	4.08	2.5	0.259	0.526	3.863
SNORD50B	8.275	6.519	2.363	9.606	4.962
SNORD51	0	0	0	0	0
SNORD54	137.555	62.042	210.98	68.562	431.446
SNORD56	287.555	110.102	80.082	283.372	124.564
SNORD58A	22.597	18.989	9.751	23.317	15.974
SNORD58B	0	0	0	0	0
SNORD58C	0	0	0	0.421	0
C6orf118	0	0	0	0.247	0
SNORD64	0	0	0	0	0
SNORD67	3.97	0	0	6.144	4.009
SNORD7	0.379	0	0	0	0.382
SNORD72	0	0	0	0	0.464
SNORD78	1.36	1.905	3.797	0	4.807
SNORD81	631.927	546.584	144.8	378.897	341.931
SNORD82	123.38	22.972	79.042	106.091	320.141
SNORD83B	0	0.83	1.804	0	0.797
SNORD88C	0	0	0	0	0
SNORD91A	0	0	0.811	0	1.411
SNORD91B	7.259	15.847	4.335	7.049	11.211
SNORD92	15.678	19.358	12.987	22.564	39.79
SNORD93	23.818	22.935	24.688	2.56	11.275
SNORD96B	0	0	0	0	0
SNRNP40	3.686	2.882	4.064	6.299	4.293
SNRPD2	2.838	3.618	2.795	4.545	2.951
SNRPD3	7.132	4.939	7.066	9.739	8.594
SNURF	0	0	0	0	0
SNX12	7.607	9.773	6.272	11.509	8.577
SNX13	6.52	3.028	8.979	7.857	8.717
SNX15	0.712	0.956	0.41	1.032	0.544
SNX17	5.284	1.498	3.832	5.675	4.456
SNX2	11.95	3.805	16.451	9.821	18.218
SNX27	3.022	2.559	4.673	8.476	8.267
SNX30	1.477	1.738	0.735	4.08	4.878
SNX33	0.772	0.541	0.409	0.316	0.51
SNX4	5.194	1.926	4.587	9.547	13.076
SOCS3	2.528	0.386	2.642	3.052	1.256
SOD3	1.993	1.732	4.499	0.62	3.444
C6orf123	0	0.498	0.068	0.023	0.314
SOX1	0	0.031	0	1.015	0
SOX17	0.188	0	0.071	0.032	0.039
SOX18	0.603	0	0.951	0.267	0.228
C6orf125	1.451	1.728	10.058	6.29	4.434
C6orf138	0.116	0	0.131	0.439	0.078
SOX7	0.993	0.4	2.684	0.507	0.894
SOX9	0.896	4.294	6.35	17.269	8.799
SP140	0.339	0.76	0.281	0.385	0.148
SP140L	2.064	1.118	1.803	0.781	1.675
SP5	0.019	0.053	0	0	0.038
SP7	0	0	0	0.102	0.031
C6orf167	0.391	0.303	0.255	0.171	0.333
SPAG5	0.665	1.688	0.445	0.567	8.915
SPANXA1	0	0	0	0	0
SPANXC	0	0	0	0	0
SPANXE	0	0	0	0	0
SPANXN3	0	0	0	0	0
SPATA17	0.149	0.083	0.347	0.491	1.036
C6orf173	0.334	0.422	0.204	0.138	0.101
SPATA19	0	0	0	0	0
SPATA2	0.16	0.621	0.928	1.758	0.847
SPATA20	1.676	0.957	1.33	3.139	1.614
SPATA2L	0.032	0.211	0.072	0.442	0.296
C7orf23	1.936	1.208	1.466	2.361	3.644
SPATA8	0.108	0	0	0	0
SPATC1	0.036	0.013	0.018	0.056	0.328
SPATS2	0.716	1.152	0.879	3.094	1.202
SPDYA	0.03	0.043	0	0.125	0.184
SPDYE5	0.124	0.039	0.07	0.028	0.09
SPEF1	0	0	0	0.501	0.058
C9orf103	3.868	1.083	1.19	5.611	7.226
C9orf109	0	0	0	0	0
SPHAR	0.229	0.069	1.03	0.642	0.661
SPIC	0.037	0.026	0.019	0.038	0
SPIN2B	0.61	0.726	0.728	2.077	0.631
SPIN3	0.24	0.366	0.077	0.787	0.462
SPINK1	0.333	39.826	0.042	0	18.205
SPINK2	0	0	0.063	0	0
SPNS1	0.214	0.25	0.127	0.147	0.189
SPNS2	0.017	0.053	0.017	0.07	0.252
SPOCK1	2.678	1.22	5.306	17.418	3.503
SPOCK2	0.114	0.2	0.044	4.843	0.607
SPON2	0.986	0.518	0.344	0.233	0.747
SPP2	0	0	0.037	0	0.055
SPPL2A	2.438	2.619	2.485	1.816	3.74
SPPL2B	0.116	0.317	0.064	0.189	0.19
SPPL3	1.759	1.337	1.128	2.939	1.58
SPRED1	5.178	2.024	4.037	11.171	3.836
SPRY3	0.146	0.111	0.099	0.281	0.185
SPRY4	0.853	0.788	1.46	1.04	1.352
SPTBN2	0.028	0.432	0.123	8.969	5.412
SPTBN5	0.022	0.026	0.07	0.036	0.04
SPTY2D1	3.4	1.749	4.187	3.496	4.605
SRBD1	1.69	0.961	1.6	1.549	1.878
SRF	1.335	2.995	7.244	2.29	2.246
TAF4B	0.618	0.677	0.702	1.643	0.886
SRGN	4.714	0.615	7.374	3.112	2.617
SRP19	7.999	2.177	11.762	13.086	7.136
SRPK3	0.038	0.145	0.412	0.019	0
SRR	0.178	0.083	0.339	0.505	0.232
SRRD	4.799	3.122	5.911	8.176	4.847
SRXN1	0.959	0.291	1.752	1.256	0.94
SRY	0.123	0	0	0.084	0
SS18L1	0.396	0.481	0.406	1.316	1.088
SSBP1	6.549	3.521	13.328	12.067	13.935
SSC5D	2.618	5.029	1.078	0.617	0.321
SSR1	6.496	3.18	6.938	7.856	8.464
SSRP1	5.744	7.544	6.732	9.852	7.386
SSSCA1	0.674	0.511	0.513	1.912	0.652
SST	0	1.383	0	5.995	0.117
SSTR2	0.297	0.217	0.321	3.042	2.208
ST14	1.168	5.899	0.068	0.011	2.399
ST3GAL2	0.264	0.433	0.226	0.289	0.433
ST6GALNAC6	6.401	7.517	6.095	9.243	3.82
ST7	1.33	0.289	0.958	0.872	1.407
ST7OT4	0.35	0.507	0.32	0.289	0.719
ST8SIA1	0.215	0.241	0.261	2.083	0.116
STAB1	2.279	1.457	1.94	0.44	0.545
STAB2	0.004	0.184	0.052	0.028	0.023
STAC	0.099	0.043	0.094	0.166	0.263
STAG3	0.227	0.422	0.098	0.351	0.401
STAR	0.109	0.239	0.062	1.279	0.076
STARD7	14.388	14.847	82.076	31.15	26.393
STAT1	14.213	6.58	12.406	10.915	17.116
STAT2	3.17	1.854	1.778	2.543	1.89
STAT5B	3.165	1.797	1.665	2.291	1.791
STBD1	15.868	3.627	16.833	2.719	2.426
STC1	1.269	0.113	1.592	0.655	2.367
STEAP1	0.895	0.098	0.17	0	0.311
STEAP4	18.945	1.103	27.875	1.608	5.166
STIM1	6.493	3.273	3.25	8.558	4.045
STK11IP	0.398	0.857	0.269	0.41	0.283
STK16	0.777	0.775	0.825	1.033	1.386
STK24	3.398	4.527	3.093	4.157	5.433
STK32C	0.191	0.182	0.062	0.894	0.096
STK38	11.757	11.182	9.488	2.765	8.949
STK38L	8.888	3.524	30.85	9.149	6.086
STK39	3.006	3.362	3.849	11.851	2.118
STK40	4.105	2.186	3.567	1.586	2.406
STOML2	4.227	3.262	17.824	8.872	11.165
STON1	0.979	0.876	1.026	0.678	1.26
STRBP	3.157	6.563	5.406	19.853	8.326
STX12	6.011	2.272	5.54	11.617	5.57
STX5	1.31	1.376	0.914	1.478	1.54
STXBP2	1.581	2.515	0.525	0.201	2.829
STXBP3	5.091	5.322	6.994	12.216	8.933
STXBP5	2.444	3.232	3.313	11.232	1.738
STXBP6	0.619	1.221	4.539	5.841	0.653
SUB1	18.931	4.26	13.534	42.146	9.12
SUCLG1	10.596	6.907	22.673	7.959	44.463
SUCLG2	7.4	13.885	9.543	3.415	16.752
SULT1A2	0.245	0.172	0	0.108	0.018
SULT1C4	0.419	0.17	0.471	2.732	2.507
SULT1E1	0	0.202	0	0.043	0.073
SUMO1P1	0	0	0	0	0.031
SUPT7L	2.732	1.418	2.765	5.531	3.364
SUPV3L1	1.113	1.175	1.982	1.93	1.746
SUSD3	0.062	0.043	0	0.032	0.405
SUSD4	0	0.117	0.493	4.079	0.897
SUV39H1	0.78	0.82	0.335	1.416	0.38
SUZ12	1.772	1.344	2.315	2.15	2.928
SV2A	0.15	0.834	0.397	29.513	0.252
SV2B	0.416	0.272	0.344	15.073	0.026
SV2C	0.078	0.523	0.158	6.032	0.024
SVIL	8.874	38.637	56.439	5.732	11.07
SYCP2	0.228	0.131	0.265	0.408	0.903
SYCP3	0.753	0.39	1.512	0.608	2.842
SYN1	0.012	0.259	0.382	11.121	0.123
SYNJ2BP	6.252	3.114	10.068	4.551	12.619
CA5BP	0.074	0.388	0.919	1.22	1.175
SYPL2	0.049	0.075	0.424	0.04	1.153
SYT11	1.07	0.897	1.897	43.845	0.788
SYT16	0	0.139	0.012	8.588	0.095
CAPN14	0	0.007	0.044	0.01	0.049
CAPN8	0	4.626	0	0.126	0.194
CASP14	0	0	0	0	0
TACC1	12.264	5.18	8.833	12.378	6.105
TADA3	0.477	1.036	1.268	1.95	0.855
TAF1	4.392	3.764	3.34	3.685	3.485
TAF1B	1.822	0.772	1.631	2.92	2.761
TAF3	2.435	1.244	4.644	3.707	2.897
TAF5L	1.073	0.621	1.153	0.787	0.744
TAF7	23.36	9.972	53.676	46.359	23.687
TAF9B	1.816	0.497	2.752	3.311	2.689
TAGLN	5.856	16.759	7.73	4.018	2.893
TANC2	1.463	1.248	1.276	9.954	2.203
TANK	10.562	3.947	9.613	9.825	5.692
TAP2	1.923	1.063	1.05	2.372	1.088
TAPBPL	0.848	0.82	0.328	0.146	0.724
TARM1	0	0	0.083	0	0
TARS2	1.764	1.474	1.94	2.698	2.063
TARSL2	3.411	2.568	17.221	12.009	4.92
TAS1R3	0	0.01	0	0	0
TAS2R16	0	0	0	0	0
TAS2R3	0.233	0.187	0.017	0.585	0.152
CATSPER2P1	0.202	0.031	0.011	0.185	0.124
TAS2R39	0.108	0.025	0.037	0.112	0.018
TAS2R41	0	0	0	0	0
TAS2R8	0	0	0.06	0	0
TBC1D2	0.299	0.225	0.219	0.046	0.252
TBC1D20	1.813	1.408	1.477	2.228	1.307
TBC1D21	0	0	0	0	0
TBC1D23	3.326	0.88	4.226	2.235	3.622
TBC1D3B	0	0	0	0	0
TBC1D3G	0	0	0	0	0
TBC1D5	3.938	2.265	4.322	5.987	5.291
TBCE	6.383	5.91	8.989	9.621	9.29
TBKBP1	0.293	0.268	0.271	0.614	0.485
TBL1XR1	8.006	7.318	10.755	9.776	9.429
TBL2	2.004	1.877	2.262	2.293	2.097
ZNF648	0	0.021	0	0.083	0.005
TBX3	1.85	1.045	1.145	0.521	1.401
TCEA1	9.64	5.676	14.527	10.888	17.313
TCEAL2	0.167	10.814	9.905	197.88	7.561
TCEAL5	0.189	0.418	0.686	37.046	0.19
TCEAL8	14.967	11.712	28.378	29.168	19.811
ZNF71	0.235	0.247	0.143	0.351	0.113
ZNF732	0.27	0.26	0.094	0.278	0.162
TCP11	0.019	0.013	0	0.039	0
TCTA	7.269	3.282	5.357	7.694	11.503
TDGF3	0.014	0.019	0.021	0	0.041
ZNF814	0.807	1.944	1.119	0.784	2.299
TDP1	0.667	0.693	0.418	0.656	0.805
TDRG1	0	0	0	0.07	0
TECPR1	0.261	0.909	0.201	0.713	0.383
TECR	1.958	3.206	1.779	4.529	3.571
TEK	2.431	2.35	3.772	2.484	3.756
TEKT1	0	0	0	0.831	0
TEKT5	0.023	0.016	0	0	0
TEPP	0	0.032	0	0.093	0
TERC	2.605	1.996	2.521	6.553	0.658
TESC	0.157	0.192	0.976	1.295	0.416
TET2	1.856	1.052	2.161	1.762	2.608
TEX11	0	0	0	0.1	0.012
TEX13A	0	0	0	0	0.027
TEX14	0.067	0.099	0.095	0.092	0.162
TEX15	0.007	0	0.033	0.285	0.013
TEX2	8.304	2.708	10.984	16.585	7.256
TEX28	0	0	0	0	0
TF	11.648	3.106	3.755	75.915	1.269
TFAM	3.167	1.793	5.999	4.736	8.035
TFAP2B	0	0	0	0.02	0.874
TFAP2D	0	0	0	0.279	0
TFB1M	1.915	2.521	4.991	4.217	4.92
TFDP2	9.352	5.505	12.991	6.749	17.411
TGDS	0.367	0.297	0.676	0.458	1.082
TGFB3	2.526	1.357	6.05	3.571	2.388
TGFBR1	4.742	2.246	5.281	12.179	6.524
TGFBR3	10.662	2.168	6.77	2.268	6.421
TGIF2LY	0	0	0	0	0
THAP11	0.72	1.486	1.453	1.507	0.629
THAP4	0.328	1.41	0.951	1.16	1.419
THAP8	0.342	0.141	0.092	0.208	0.193
THAP9	0.291	0.127	0.439	0.535	0.634
THBS1	15.969	11.583	128.697	8.789	25.669
THBS2	1.751	1.39	7.018	2.668	1.331
THBS3	1.015	1.626	1.126	0.554	0.978
THEM5	0.1	0.094	0.017	0.655	0.388
THRAP3	21.074	11.647	24.898	22.164	19.897
THSD1	0.657	0.121	0.445	0.499	0.151
THUMPD1	6.881	2.61	7.701	8.534	11.638
THY1	6.008	3.091	0.817	46.998	17.256
TIAF1	0	0	0	0	0
TIGD2	1.127	0.604	0.858	1.654	3.735
TIGD3	0	0	0	0.077	0.019
TIMM17B	0.619	0.244	0.766	1.357	0.645
TIMM8A	0.133	0.7	0	0.138	0.236
TIMM9	6.847	3.196	9.667	11.564	8.428
TINF2	1.31	1.112	1.36	2.13	1.674
TJP1	12.276	6.296	24.309	23.626	14.353
TK1	0.23	1.177	0.304	0.119	0.744
TK2	29.666	4.576	7.604	15.032	9.223
TLCD1	0.288	0.833	0.677	0.818	1.128
TLE1	0.932	0.708	0.342	0.719	0.488
TLN1	30.603	16.461	18.81	8.765	11.322
TLR4	4.903	0.469	6.203	2.723	2.334
TLR8	0.81	0.189	1.168	0.171	0.123
TLR9	0.019	0.027	0.034	0.01	0.029
TLX1	0	0	0	0	0
TLX2	0	0	0	0	0
ZNF860	0.332	0.174	0.181	0.416	1.005
TM4SF19	2.403	0.276	0	0.037	0.145
TM4SF5	0	0.109	0	0	0.419
TM9SF4	1.403	1.933	1.903	2.705	2.997
TMCO3	6.544	3.991	5.775	6.164	6.789
TMED2	30.209	19.582	19.431	26.929	17.442
TMED5	8.809	2.234	12.222	6.99	13.987
TMEFF2	0.02	0.227	0.227	15.876	0.051
TMEM101	2.291	3.258	3.925	4.579	10.325
TMEM106A	0.815	0.57	0.46	0.366	4.69
TMEM107	2.026	0.775	1.018	2.586	1.835
TMEM132E	0	0.018	0	0.182	0.272
TMEM133	0.514	0.18	0.683	0.306	1.478
TMEM138	0.838	0.489	0.385	0.885	0.977
TMEM141	0.685	3.117	1.543	1.457	3.674
TMEM146	0	0	0	0	0
TMEM14C	28.616	11.504	49.069	17.243	43.41
TMEM154	0.107	0.15	0.592	0.16	0.138
TMEM159	4.487	3.735	8.251	1.013	2.382
TMEM161A	0.268	0.13	0.367	0.341	0.438
TMEM168	1.961	2.135	2.826	2.167	3.139
TMEM17	0.191	0.2	0	0.236	0.241
TMEM174	0	0.059	0	0.022	6.029
TMEM175	0.166	0.203	0.41	0.449	0.314
TMEM176A	1.698	5.252	3.071	1.752	23.578
TMEM179B	0.458	1.529	0.715	1.162	1.102
TMEM184A	0	0.246	0.009	0.012	0.145
TMEM187	0.485	0.154	0.861	0.773	0.701
SPET2	57.558	17.411	37.954	57.348	41.277
TMEM198	0	0.07	0.067	0.154	0.117
TMEM2	3.535	3.851	4.021	3.369	4.175
TMEM200A	0.307	0.22	0.111	1.804	1.699
TMEM206	0.767	0.668	0.751	3.457	2.164
TMEM213	0	0.061	0.044	0	6.503
TMEM216	0.144	0.383	0.234	0.267	0.64
TMEM219	0.848	1.652	0.524	1.484	1.452
TMEM232	0.26	0.114	0.157	3.687	2.501
TMEM233	0.07	0	0.059	0.169	0.177
TMEM27	0	0.081	0.095	0.384	32.864
TMEM30A	15.984	6.597	22.336	44.748	24.547
TMEM30B	0.298	3.068	0.625	0.384	1.933
TMEM31	0	0	0.076	0.362	0.051
TMEM38A	0.023	0.332	0.172	0.396	0.08
TMEM42	1.475	0.715	1.709	5.151	1.871
TMEM45A	0.211	0.148	0.846	0	0.047
TMEM45B	0	4.765	0.059	0.206	2.025
TMEM5	1.367	0.585	2.081	1.697	1.648
TMEM50B	3.952	4.135	6.195	7.506	7.442
TMEM62	0.809	1.217	0.727	0.794	0.69
TMEM63A	1.452	3.419	1.323	3.072	5.393
TMEM63B	1.814	3.939	2.331	6.645	3.066
