GENE	Sample01	Sample02	Sample03	Sample04	Sample05	Sample06	Sample07	Sample08	Sample09	Sample10
ELL	0.6869	0.6202	0.6422	0.6788	0.6739	0.6188	0.6248	0.6109	0.5856	0.5292
ELMOD2	2.1317	2.1421	1.8567	1.6377	1.2803	2.3839	2.4242	1.6574	2.1963	2.3034
ELOVL1	2.7409	3.5895	3.4195	2.4017	2.5059	3.1468	2.9932	3.1400	3.0825	3.0779
ELP2	4.8581	4.7125	4.8463	3.6088	3.4944	4.6856	4.1297	4.0391	4.2961	4.3487
ELTD1	3.5932	1.8456	2.3756	2.1941	1.8367	2.9377	2.1321	1.9307	2.7850	3.5865
EMD	6.3590	4.8076	5.2268	4.7346	4.3072	5.3068	4.7438	4.1006	4.5320	4.2554
EMILIN1	4.2284	3.2459	3.8809	5.8442	6.3499	3.1600	3.5597	4.5778	3.4505	2.8221
EMILIN3	0.0704	0.0503	0.0601	0.0329	0.0292	0.0539	0.0362	0.0347	0.0403	0.0388
EML3	0.8635	0.7405	0.8099	0.9721	1.0109	0.7721	0.7775	0.8768	0.8119	0.8100
EML5	0.5530	1.3401	1.2459	0.4267	0.6158	0.8435	0.7371	1.0483	0.8193	0.7238
EMP1	26.9453	16.4221	21.7247	20.1059	20.3089	23.3087	16.2730	21.3874	25.2987	33.7908
EMR3	0.0011	0.0022	0.0022	0.0055	0.0066	0.0011	0.0027	0.0044	0.0022	0.0011
ENAM	0.5223	0.3012	0.1914	0.3516	0.1305	0.4641	0.5733	0.0753	0.2946	0.1797
ENHO	0.0773	0.3092	0.3092	0.0000	0.0773	0.1546	0.0773	0.2319	0.1546	0.1546
ENO1	23.7198	31.6366	26.0958	22.5620	19.8880	30.1194	33.0958	25.3586	28.7950	27.8912
ENTHD1	0.0028	0.0070	0.0056	0.0014	0.0014	0.0049	0.0049	0.0042	0.0042	0.0035
ENTPD5	7.7523	8.8890	4.1642	11.7310	8.0555	10.2776	16.4075	6.2509	9.0400	5.9104
ENY2	34.7583	33.3666	34.5290	26.6071	25.9802	33.7209	29.7050	29.6990	31.6590	32.9183
EPAS1	13.5350	9.3560	10.3650	9.2431	7.9845	11.9294	9.9809	8.5515	10.9766	12.5022
EPB41L5	4.3741	5.0447	3.1817	3.9417	2.2701	5.5389	7.0931	2.8394	4.5529	3.6570
EPHA1	0.1700	0.2422	0.1618	0.4367	0.4251	0.2157	0.3931	0.2981	0.2464	0.1467
EPHB4	2.5686	1.8694	1.8068	2.7969	2.5005	2.3010	2.6277	1.9711	2.2024	2.0398
EPN3	0.1674	0.1642	0.1512	0.2898	0.2944	0.1483	0.2213	0.2024	0.1546	0.0897
EPPK1	0.4774	0.7426	0.5228	1.3380	1.3526	0.6039	1.1362	0.9466	0.7142	0.3877
ERAS	0.0090	0.0270	0.0240	0.0030	0.0060	0.0165	0.0135	0.0180	0.0150	0.0135
ERBB2	3.7284	3.3815	2.8695	5.3100	4.9079	3.4885	4.8701	3.5070	3.3033	2.1740
ERGIC2	13.2378	9.4901	11.5387	7.9957	7.7964	10.2409	7.3065	8.0699	8.5445	8.6214
ERN1	0.6578	0.6132	0.5470	0.8109	0.7511	0.6646	0.8046	0.6355	0.6626	0.5960
ERP27	1.0832	1.1042	0.2082	1.2764	0.4182	1.5142	2.4922	0.3004	1.1038	0.5924
ESD	11.8572	11.5908	10.4988	9.8491	8.3457	12.2983	12.6806	9.2811	11.0910	10.6741
ESPNP	0.0092	0.0092	0.0000	0.0092	0.0000	0.0138	0.0230	0.0000	0.0092	0.0046
ESYT3	0.1852	0.2487	0.2147	0.2039	0.1972	0.2102	0.2450	0.2049	0.1923	0.1459
ETNK1	4.4179	6.3292	5.6396	4.9638	5.0933	5.2680	5.8414	5.5987	5.1554	4.4560
ETS1	8.4049	5.3662	5.9724	6.7151	5.8926	7.3686	6.5960	5.6018	7.1198	8.1902
EVC2	1.1805	0.8950	0.8458	1.1968	1.0403	1.1116	1.2248	0.8941	1.0644	1.0492
EVI2A	1.7329	2.9964	3.1996	0.8290	1.3791	2.0808	1.2566	2.5097	2.0622	2.2576
EVI5	3.3274	2.9616	3.2214	2.2035	2.1497	2.9882	2.4149	2.4893	2.6474	2.6984
EVL	2.4401	4.8159	4.7549	2.1530	2.9616	3.3572	2.7731	4.3683	3.5767	3.6967
EXD1	0.0698	0.1121	0.1109	0.0869	0.1046	0.0808	0.0818	0.1123	0.0861	0.0757
EXOSC6	1.6593	2.1930	2.1488	1.8233	2.0096	1.8136	1.8342	2.1356	1.8510	1.7112
EXOSC8	0.6176	0.4257	0.4159	0.4987	0.3968	0.5585	0.5619	0.3673	0.4973	0.5064
EXTL3	2.1695	2.5245	2.7773	1.3197	1.5783	2.0212	1.4388	2.0686	1.7823	1.6845
F11	1.1254	1.1462	0.0432	1.1475	0.0559	1.6816	2.7899	0.0519	1.1368	0.5786
F2	0.2148	0.1006	0.1526	0.2039	0.2103	0.1239	0.1046	0.1337	0.1080	0.0841
F2RL1	0.5611	0.6035	0.2499	0.9075	0.6235	0.7132	1.2107	0.4188	0.6085	0.3263
F3	7.2505	14.6600	15.1794	4.0791	6.9604	10.0226	6.4825	12.8398	10.6284	12.0660
FABP3	89.9554	28.8793	59.9315	37.4868	36.9761	43.0552	9.8589	24.4580	25.1575	24.2549
FADS3	2.1799	1.3643	1.7613	1.4590	1.4314	1.8744	1.2850	1.5871	1.9323	2.5369
FAF1	8.6316	8.6799	9.1095	6.6954	6.8457	8.2931	7.1788	7.7720	7.7773	7.8602
FAHD2A	0.5644	0.5608	0.5558	0.5006	0.4844	0.5953	0.5617	0.5466	0.6024	0.6641
FAM100A	0.7707	0.8082	0.8224	0.6074	0.6109	0.7253	0.6660	0.6663	0.6352	0.5523
FAM101A	0.1153	0.2361	0.2413	0.3918	0.4860	0.1251	0.2154	0.3681	0.1973	0.1198
FAM101B	1.5203	1.1284	1.2298	1.2553	1.1652	1.3956	1.2443	1.1736	1.3812	1.5756
FAM103A1	1.1127	1.3951	1.3315	0.9748	0.9986	1.2277	1.1858	1.1995	1.1715	1.1212
FAM106A	0.0223	0.0402	0.0418	0.0289	0.0384	0.0265	0.0243	0.0426	0.0302	0.0281
FAM108C1	0.8222	1.6061	1.3487	1.3981	1.5308	1.1405	1.4944	1.5309	1.1977	0.8612
FAM109B	0.3012	0.1857	0.2275	0.2955	0.2920	0.2335	0.2173	0.2305	0.2325	0.2402
FAM110C	0.1121	0.1481	0.1175	0.1014	0.0830	0.1316	0.1546	0.0985	0.1089	0.0779
FAM114A1	12.4876	8.3148	10.3688	11.4432	11.7316	10.2132	8.5417	10.4046	10.6344	12.1358
FAM116A	3.8280	3.0019	3.0577	2.9455	2.5478	3.4841	3.2786	2.5799	3.1151	3.1508
FAM120A	4.8601	4.3552	4.1804	4.6956	4.3013	4.6516	4.9305	4.0163	4.3342	4.0172
FAM120B	6.6051	7.7608	7.5200	6.2190	6.3633	7.0700	6.9456	7.0935	6.9086	6.7068
FAM124A	0.5215	0.6826	0.6566	0.3586	0.3695	0.5592	0.5040	0.5067	0.4836	0.4210
FAM126A	3.6315	3.4794	4.0148	2.1001	2.3414	3.4008	2.2637	3.1796	3.2694	3.8342
FAM131C	0.1814	0.1528	0.0352	0.1528	0.0198	0.2248	0.3402	0.0154	0.1484	0.0808
FAM132A	0.0133	0.0158	0.0050	0.0233	0.0150	0.0187	0.0333	0.0100	0.0158	0.0079
FAM136A	4.9899	5.0549	4.9927	4.9951	4.9587	4.9385	5.0415	4.8834	4.8115	4.5700
FAM138C	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
FAM138F	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
FAM151A	0.7832	0.8021	0.0609	0.8211	0.0930	1.1576	1.9107	0.0793	0.7981	0.4191
FAM155A	1.1994	3.9488	3.9442	0.3228	1.2408	2.1123	1.2187	3.0464	2.1164	2.0993
FAM162A	21.5350	19.5958	20.5260	18.2983	17.9847	19.1152	17.9920	17.4745	17.0772	15.2244
FAM164A	1.8431	2.8716	2.6526	1.2862	1.3771	2.2951	2.0891	2.1777	2.1194	2.0257
FAM169A	1.3133	3.4472	3.3078	0.4655	1.0164	2.0524	1.4489	2.4706	1.8988	1.7558
FAM169B	0.0733	0.1168	0.1068	0.1056	0.1173	0.0908	0.1053	0.1191	0.0982	0.0856
FAM170B	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
FAM171A2	0.0173	0.0692	0.0692	0.0000	0.0173	0.0346	0.0173	0.0519	0.0346	0.0346
FAM174A	1.0095	1.1721	1.1311	0.7018	0.6760	1.0770	0.9699	0.9137	0.9713	0.9559
FAM176B	0.0978	0.1344	0.1062	0.1259	0.1161	0.1192	0.1532	0.1139	0.1126	0.0856
FAM179A	0.2115	0.0976	0.1754	0.0809	0.0948	0.1118	0.0186	0.0868	0.0760	0.0822
FAM179B	2.4799	3.4352	3.3676	1.5496	1.7063	2.7492	2.3045	2.5897	2.4442	2.2916
FAM183B	0.0121	0.0152	0.0062	0.0245	0.0186	0.0166	0.0302	0.0124	0.0152	0.0076
FAM184B	0.1530	0.3677	0.3089	0.1265	0.1462	0.2562	0.2596	0.2673	0.2429	0.2145
FAM186A	0.0312	0.0436	0.0314	0.0457	0.0405	0.0420	0.0569	0.0393	0.0422	0.0358
FAM188A	2.6218	3.7141	3.5697	1.7286	1.8669	3.1195	2.6656	2.9414	2.9459	3.0372
PCNAP1	0.0070	0.0070	0.0000	0.0070	0.0000	0.0105	0.0175	0.0000	0.0070	0.0035
FAM193A	5.6163	5.1260	5.2040	5.2385	5.0698	5.2635	5.2160	4.8840	4.9856	4.7655
FAM45B	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
FAM195A	0.1323	0.1545	0.1587	0.2185	0.2445	0.1221	0.1542	0.1934	0.1375	0.1014
FAM196B	0.1009	0.1994	0.1912	0.0711	0.0962	0.1390	0.1150	0.1614	0.1370	0.1350
FAM20C	0.1525	0.1887	0.0939	0.1387	0.0557	0.2070	0.2916	0.0758	0.1541	0.0969
PCNXL3	0.3395	0.4087	0.3469	0.3680	0.3372	0.3832	0.4469	0.3453	0.3579	0.3025
PCSK9	0.0081	0.0182	0.0182	0.0355	0.0436	0.0091	0.0187	0.0314	0.0162	0.0091
PDXDC2	0.7320	0.8548	0.6664	1.2141	1.1471	0.8571	1.2107	0.9373	0.9138	0.7593
PGA4	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
PGM2	1.5567	1.3287	1.3855	1.3298	1.2640	1.4327	1.3452	1.2555	1.3483	1.3608
PGPEP1	1.8694	1.9131	1.3177	2.1014	1.5585	2.1312	2.8321	1.4044	1.8589	1.4413
FAM27L	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
FAM35B2	0.0085	0.0017	0.0051	0.0034	0.0034	0.0034	0.0000	0.0017	0.0017	0.0017
FAM36A	0.0222	0.0120	0.0164	0.0100	0.0086	0.0142	0.0084	0.0078	0.0092	0.0078
FAM3A	0.3121	0.4129	0.3415	0.3435	0.3157	0.3875	0.4473	0.3540	0.3779	0.3494
FAM40A	1.3319	2.0897	2.0237	1.2626	1.4774	1.6165	1.5009	1.8829	1.6389	1.5898
FAM41AY1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
FAM41AY2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
FAM47C	0.0008	0.0016	0.0016	0.0040	0.0048	0.0008	0.0020	0.0032	0.0016	0.0008
FAM49B	4.2256	5.0565	5.3127	2.9043	3.2768	4.5253	3.5150	4.5439	4.4829	4.9930
FAM50B	0.8147	1.0667	1.0355	0.4512	0.4610	0.9063	0.7500	0.7715	0.7967	0.7866
FAM53B	1.2302	1.1622	1.2284	1.1389	1.1649	1.1328	1.0663	1.1393	1.0892	1.0478
FAM55A	1.7889	3.4039	3.4277	8.4803	10.1547	1.7433	4.2478	6.7664	3.4077	1.7194
FAM5B	1.1387	4.1918	4.2264	0.0846	1.1313	2.1251	1.0658	3.1723	2.1172	2.1093
FAM65A	4.9562	5.0041	5.0097	3.8075	3.6548	4.8776	4.4663	4.2049	4.4401	4.3465
FAM65C	0.3222	0.2385	0.1479	0.3046	0.1791	0.3306	0.4361	0.1388	0.2623	0.2025
FAM71B	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
FAM71E2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
FAM72D	0.0382	0.0338	0.0416	0.0505	0.0585	0.0388	0.0336	0.0557	0.0520	0.0670
FAM73B	0.5298	0.7177	0.6737	0.5937	0.6318	0.5974	0.6360	0.6719	0.5973	0.5315
FAM78A	1.5428	0.7588	1.2232	0.8677	0.9267	0.9289	0.4258	0.7879	0.7526	0.8161
FAM81A	1.5519	4.7404	4.4840	0.5883	1.4100	2.7217	1.9641	3.4610	2.6028	2.4245
FAM83B	1.3296	1.3189	0.9403	2.3723	2.1500	1.3471	2.2130	1.4151	1.3093	0.7036
FAM83C	0.0086	0.0102	0.0032	0.0150	0.0096	0.0121	0.0215	0.0064	0.0102	0.0051
FAM83D	0.4594	0.5301	0.5137	0.8566	0.9285	0.4295	0.6150	0.6874	0.4891	0.3252
FAM83G	0.1256	0.1278	0.0658	0.1916	0.1406	0.1478	0.2395	0.0966	0.1278	0.0726
FAM84A	0.1793	0.4438	0.4186	0.3247	0.4236	0.2601	0.2969	0.4542	0.2994	0.2289
FAM90A1	0.0680	0.1934	0.1934	0.0301	0.0725	0.1131	0.0712	0.1573	0.1176	0.1239
FAM90A5	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
FAM90A7	0.0153	0.0309	0.0253	0.0270	0.0292	0.0239	0.0305	0.0311	0.0269	0.0240
FANCF	0.3661	0.3928	0.3326	0.3091	0.2504	0.3922	0.4315	0.2812	0.3344	0.2822
PLCD3	1.0952	1.6154	1.7946	1.5315	1.9779	1.0933	1.0180	1.9107	1.2848	1.1561
FANCM	0.8756	0.7109	0.7291	0.6003	0.5128	0.8295	0.7303	0.5987	0.7549	0.8252
FARSA	1.3176	1.8616	1.8208	1.0912	1.2248	1.5082	1.3559	1.6006	1.4628	1.4236
FARSB	7.0918	9.1524	9.5022	5.1214	5.9606	7.4087	5.9759	7.8304	6.9936	6.8771
FASTKD1	2.4437	1.9038	2.0280	2.0638	1.9219	2.0317	1.9571	1.6935	1.7516	1.5169
FAT1	9.2253	9.5023	7.9007	9.7483	8.3337	10.5798	12.0951	8.6484	10.4297	10.5043
FBLL1	0.0986	0.3602	0.3638	0.0036	0.0932	0.1828	0.0896	0.2706	0.1810	0.1810
FBXL14	0.1195	0.1907	0.1555	0.2392	0.2498	0.1533	0.2237	0.2125	0.1723	0.1286
FBXL17	2.6858	3.4897	3.6269	1.6803	1.9720	2.8394	2.1734	2.8593	2.6353	2.6691
FBXL18	0.3366	0.5926	0.5834	0.2699	0.3489	0.4263	0.3575	0.5093	0.4272	0.4207
FBXL2	1.0624	2.6175	2.5033	0.6229	1.0392	1.6545	1.2723	2.0501	1.6383	1.6084
FBXL3	4.1192	3.5265	3.5315	3.1303	2.7552	3.9067	3.6492	2.9865	3.5317	3.6006
FBXO22OS	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
FBXO28	2.1281	2.0589	1.9985	1.4288	1.2342	2.1287	1.9376	1.5705	1.8697	1.8820
FBXO36	0.4862	0.7284	0.5706	0.3123	0.2209	0.6630	0.6956	0.4497	0.5726	0.5352
FBXO48	0.3181	0.2146	0.2534	0.2135	0.1964	0.2817	0.2152	0.2198	0.2758	0.3409
FBXO6	0.3466	0.4152	0.4442	0.3740	0.4336	0.3471	0.3185	0.4444	0.3692	0.3641
FBXW4	8.8605	9.0452	9.1386	8.6776	8.8139	8.9127	8.6924	9.0397	8.9594	9.0901
FBXW9	0.0639	0.1374	0.0990	0.0459	0.0330	0.1071	0.1237	0.0780	0.0894	0.0687
FCER1A	0.1218	0.0710	0.0744	0.1266	0.1112	0.0881	0.1045	0.0688	0.0710	0.0435
FCGBP	1.7057	2.5328	2.6944	5.8448	6.9613	1.5084	2.9652	4.7433	2.5554	1.5122
FCGR2C	0.0323	0.0343	0.0367	0.0559	0.0627	0.0482	0.0462	0.0674	0.0733	0.1055
FCGR3B	0.1815	0.2469	0.2633	0.0856	0.1124	0.2173	0.1395	0.2181	0.2249	0.2832
FERD3L	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
FEZ1	8.2441	23.1223	23.8515	2.2083	7.7313	12.6352	6.6345	18.0260	12.4649	12.5049
FFAR1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
FFAR2	0.2714	0.1354	0.2118	0.2123	0.2273	0.2141	0.1297	0.2191	0.2464	0.3451
PMS2L1	0.1307	0.1917	0.1795	0.1121	0.1205	0.1569	0.1496	0.1600	0.1511	0.1444
FGD5	2.4381	1.6600	1.4302	2.1532	1.5803	2.2879	2.5706	1.3489	1.9998	1.9153
FGD6	3.4529	2.8661	3.0455	2.6462	2.4758	3.0478	2.7384	2.5045	2.7093	2.6365
FGF11	0.3840	0.4802	0.5162	0.1968	0.2410	0.3688	0.2557	0.3594	0.3098	0.2812
FGF18	0.2234	0.0737	0.1279	0.1030	0.0811	0.1202	0.0635	0.0468	0.0687	0.0565
FGF21	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
FGF22	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
FGF4	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
FGF6	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
FGF7	9.9277	3.3722	6.3032	5.1505	4.8252	6.1616	2.7957	4.0884	5.3694	7.1396
FGFBP3	1.0802	1.9650	1.8166	0.8403	0.9953	1.4485	1.3236	1.5547	1.3904	1.3103
FGL2	11.4974	8.9283	8.7979	10.0870	8.7515	10.7207	10.8284	8.2738	9.9725	10.1106
FIG4	2.6903	3.4466	3.3274	1.8181	1.8556	3.0561	2.6577	2.7478	2.8598	2.9561
FIGF	1.0342	0.5514	0.8148	0.6799	0.7031	0.7650	0.4526	0.6821	0.7616	0.9798
FIGN	1.1783	0.9846	1.0974	0.8195	0.8026	1.0967	0.8659	0.9408	1.0622	1.2299
FILIP1	40.4326	11.4985	26.6723	17.1327	17.5934	18.2927	2.5467	11.1351	10.8345	11.1390
FIZ1	0.1899	0.1580	0.1400	0.1325	0.0934	0.1905	0.1918	0.1110	0.1628	0.1635
FKBP10	1.2114	0.8692	1.1360	1.0880	1.2042	0.9300	0.7029	1.0700	0.9564	1.0402
PMS2L4	0.3564	0.4771	0.2491	0.2737	0.0794	0.5106	0.6821	0.1827	0.3835	0.2727
FKBP9	4.8365	3.5715	3.9375	4.0093	3.7615	4.4112	3.8968	3.7700	4.3893	5.0271
FKBPL	0.5444	0.8581	0.8863	0.6539	0.8196	0.6095	0.5717	0.8881	0.6641	0.6110
FLJ11235	0.0415	0.0147	0.0227	0.0214	0.0160	0.0267	0.0174	0.0119	0.0199	0.0224
FLJ14107	0.0185	0.0222	0.0142	0.0190	0.0125	0.0226	0.0306	0.0129	0.0180	0.0116
FLJ16779	0.7905	2.7538	2.6222	0.1651	0.6924	1.5085	0.9980	1.9834	1.4494	1.3769
FLJ25328	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
FLJ26850	0.0026	0.0026	0.0000	0.0026	0.0000	0.0039	0.0065	0.0000	0.0026	0.0013
FLJ30679	0.0037	0.0037	0.0037	0.0037	0.0037	0.0074	0.0055	0.0074	0.0111	0.0185
PPP1R1C	1.0995	0.4140	0.7746	0.4518	0.4491	0.5595	0.1560	0.3327	0.3390	0.3243
FLJ33630	1.9351	1.9090	1.7752	1.5837	1.3858	2.0624	2.0318	1.6314	1.9538	2.0528
PPP1R3E	0.3962	0.6244	0.5572	0.3535	0.3675	0.5201	0.5170	0.5159	0.5110	0.5033
FLJ41350	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
FLJ41941	0.0441	0.0587	0.0633	0.1428	0.1682	0.0356	0.0715	0.1111	0.0587	0.0309
FLJ42627	1.2208	1.7760	1.3634	1.8387	1.7347	1.5600	2.1224	1.6203	1.5486	1.1762
FLJ43681	0.0774	0.0745	0.0713	0.0645	0.0582	0.0904	0.0831	0.0761	0.0969	0.1211
PRAMEF14	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
FLJ45340	0.5995	0.6218	0.5496	0.8447	0.8188	0.6306	0.7987	0.6852	0.6598	0.5794
FLJ46111	73.3123	83.9915	80.1465	183.1923	200.3593	64.9947	115.8106	132.5960	84.1769	45.9286
FLJ46361	0.0349	0.0318	0.0358	0.0485	0.0534	0.0289	0.0323	0.0416	0.0318	0.0269
FLOT1	16.6452	16.8505	18.2899	11.7919	12.5636	15.6273	12.4625	14.9103	14.5081	14.8626
FLOT2	14.1219	11.6340	10.7888	11.1058	8.8397	12.8786	13.4924	8.4151	10.4362	8.6362
FLRT1	0.1747	0.4144	0.3572	0.2378	0.2825	0.2768	0.3123	0.3589	0.2858	0.2334
FLRT2	0.9463	1.6382	1.6148	0.6576	0.8559	1.2163	0.9729	1.3761	1.2144	1.2625
FMO4	3.0856	2.8191	0.7555	2.9855	0.8040	4.0500	6.1191	0.7495	2.9815	2.0071
FMO6P	0.0587	0.0684	0.0476	0.0741	0.0594	0.0847	0.1033	0.0682	0.0924	0.1053
FMOD	3.6475	2.4113	3.1103	2.8393	2.9385	3.5001	2.4367	3.3856	4.0883	5.7600
FNBP1	3.9305	5.0504	5.2498	4.2657	4.9474	4.1752	3.8895	5.2836	4.4640	4.4514
FNBP4	10.5813	9.2468	9.4080	9.8895	9.4310	10.0715	9.9101	9.1690	9.8180	10.0173
FNDC7	0.0074	0.0296	0.0296	0.0000	0.0074	0.0148	0.0074	0.0222	0.0148	0.0148
FNTB	1.0344	1.2260	1.2758	0.9051	1.0087	1.0638	0.9297	1.1621	1.0590	1.0698
FOLH1	0.5347	1.4051	1.2037	0.2268	0.3128	0.9218	0.8281	0.8989	0.8119	0.7051
FOS	24.6708	34.2847	30.3435	28.4684	28.8091	30.6061	33.6558	32.2080	31.5501	30.5610
FOSB	1.7800	1.6852	1.6620	1.8935	1.8513	1.7555	1.8440	1.7395	1.7646	1.7377
FOXD3	0.0422	0.0196	0.0340	0.0454	0.0516	0.0206	0.0155	0.0320	0.0196	0.0134
FOXD4L6	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
FOXI2	0.2108	0.2137	0.0703	0.2367	0.0984	0.2847	0.4369	0.0871	0.2225	0.1512
FOXL1	0.3253	0.1411	0.2171	0.2177	0.2063	0.1846	0.1257	0.1332	0.1293	0.0977
FOXR2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
FPR1	2.2722	2.8549	3.4213	0.7589	1.3166	1.9900	0.8187	2.2221	1.6741	1.6723
PRAMEF17	0.0048	0.0048	0.0024	0.0048	0.0024	0.0084	0.0096	0.0048	0.0096	0.0132
FRAT2	1.6822	1.8894	1.9652	2.5877	2.8825	1.5544	1.8639	2.3369	1.7332	1.3782
FREM1	0.9820	0.9565	0.6171	1.1543	0.8316	1.2835	1.6242	0.8667	1.3045	1.4028
FREM3	0.0636	0.2040	0.2012	0.0220	0.0668	0.1136	0.0707	0.1594	0.1156	0.1174
FRK	2.7089	2.3774	1.3474	3.0027	1.8904	2.9365	4.2359	1.3938	2.3010	1.4181
FRMPD1	0.1002	0.1664	0.1552	0.0621	0.0705	0.1305	0.1121	0.1259	0.1226	0.1235
FRRS1	0.6568	0.5103	0.5623	0.8833	0.9138	0.5466	0.6294	0.6851	0.5919	0.5335
FSD1	0.1507	0.5722	0.5722	0.0765	0.2272	0.2861	0.1737	0.4674	0.3014	0.2861
FSD2	7.3168	1.4962	4.3886	2.9416	2.9222	2.9632	0.0656	1.4752	1.4990	1.4966
FTH1	54.1473	55.8344	51.2440	47.9529	43.0584	63.7961	62.2623	54.0070	66.5592	78.2797
FTHL17	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
FTSJD1	1.7452	1.5572	1.2024	1.4430	0.9694	1.8652	2.1397	1.0458	1.5808	1.4420
FUBP1	19.2923	19.1541	19.2651	16.3202	15.9208	18.6136	17.6764	16.8767	17.1633	16.2967
FUNDC1	11.5420	12.7211	12.9919	6.4707	6.4148	11.3930	9.1332	9.3133	9.6823	9.3643
FUT1	0.1052	0.1172	0.1068	0.1168	0.1128	0.1226	0.1309	0.1206	0.1304	0.1404
FUT5	0.0074	0.0074	0.0000	0.0074	0.0000	0.0111	0.0185	0.0000	0.0074	0.0037
FUT7	0.0092	0.0092	0.0076	0.0092	0.0076	0.0176	0.0154	0.0152	0.0244	0.0388
FUZ	0.8679	1.1478	0.9678	0.8058	0.7239	1.0286	1.1386	0.8711	0.9256	0.7880
FXR2	5.1175	4.7197	5.4231	3.2598	3.5244	4.3270	3.1438	4.0247	3.7601	3.6525
FXYD4	0.2260	0.2260	0.0000	0.2260	0.0000	0.3390	0.5650	0.0000	0.2260	0.1130
FZD6	3.0120	2.3099	1.9321	2.3707	1.6242	3.0311	3.2741	1.6917	2.6371	2.6440
FZD9	0.0047	0.0047	0.0047	0.0047	0.0047	0.0094	0.0070	0.0094	0.0141	0.0235
G2E3	0.9996	1.1994	1.1684	0.7016	0.7016	1.1021	0.9673	0.9798	1.0358	1.0789
PRDXDD1P	0.5561	0.5190	0.4438	0.4883	0.3884	0.5731	0.6340	0.3986	0.5026	0.4547
PRG3	0.0131	0.0524	0.0524	0.0000	0.0131	0.0262	0.0131	0.0393	0.0262	0.0262
GABRD	0.1296	0.4823	0.4861	0.0038	0.1239	0.2440	0.1201	0.3622	0.2421	0.2421
GABRE	0.7686	0.7820	0.8638	0.7468	0.8304	0.9551	0.7507	1.0716	1.2136	1.7017
GABRG3	0.1627	0.6508	0.6508	0.0000	0.1627	0.3254	0.1627	0.4881	0.3254	0.3254
GAGE12F	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
GAGE2A	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
GAL3ST1	0.0854	0.1321	0.0721	0.1071	0.0684	0.1322	0.1903	0.0807	0.1149	0.0845
GAL3ST3	0.1034	0.2884	0.2750	0.0270	0.0730	0.1695	0.1167	0.2020	0.1560	0.1459
GALK1	0.1414	0.1359	0.1033	0.1896	0.1623	0.1738	0.2171	0.1516	0.1897	0.2057
GALNT1	8.9632	7.7399	8.6145	6.4061	6.4168	8.4129	6.6584	7.4925	8.2327	9.4876
GALNT12	0.9861	1.5943	1.4655	3.1901	3.6343	1.1814	2.0690	2.6720	1.7857	1.3925
GALNT13	0.8715	2.8323	2.7983	0.2478	0.8720	1.6431	0.9845	2.2641	1.7363	1.9190
GALR2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
